exam,id,book,chapter,set,question,sourceFile,pdfPage,answerPage,availability,keyPosition,graded,issue,topic
Exam 2,b2-c7-s2-q13,2,7,2,13,Copy of Book 2(1).pdf,167,359,Located in assigned book,3,True,,Dislocations and boundaries
Exam 2,b2-c7-s2-q14,2,7,2,14,Copy of Book 2(1).pdf,167,359,Located in assigned book,1,True,,Dislocations and boundaries
Exam 2,b2-c7-s2-q15,2,7,2,15,Copy of Book 2(1).pdf,168,360,Located in assigned book,3,True,,Dislocations and boundaries
Exam 2,b2-c7-s2-q16,2,7,2,16,Copy of Book 2(1).pdf,168,360,Located in assigned book,4,True,,Dislocations and boundaries
Exam 2,b2-c7-s2-q17,2,7,2,17,Copy of Book 2(1).pdf,168,360,Located in assigned book,2,False,"The source mixes per-grain counts and density conventions. Defect density requires a defined volume, temperature and processing state; dislocation density is line length per volume. Treat these values as unverified examples.",Length scales and defect density
Exam 2,b2-c7-s2-q18,2,7,2,18,Copy of Book 2(1).pdf,168,360,Located in assigned book,5,False,"The source mixes per-grain counts and density conventions. Defect density requires a defined volume, temperature and processing state; dislocation density is line length per volume. Treat these values as unverified examples.",Length scales and defect density
Exam 2,b2-c7-s2-q19,2,7,2,19,Copy of Book 2(1).pdf,169,361,Located in assigned book,1,True,,Solidification and grains
Exam 2,b2-c7-s2-q20,2,7,2,20,Copy of Book 2(1).pdf,169,361,Located in assigned book,1,True,,Solidification and grains
Exam 2,b2-c7-s2-q21,2,7,2,21,Copy of Book 2(1).pdf,169,361,Located in assigned book,3,True,,Solidification and grains
Exam 2,b2-c7-s2-q22,2,7,2,22,Copy of Book 2(1).pdf,169,361,Located in assigned book,2,False,"The source mixes per-grain counts and density conventions. Defect density requires a defined volume, temperature and processing state; dislocation density is line length per volume. Treat these values as unverified examples.",Length scales and defect density
Exam 2,b2-c7-s2-q23,2,7,2,23,Copy of Book 2(1).pdf,170,362,Located in assigned book,3,False,"The source mixes per-grain counts and density conventions. Defect density requires a defined volume, temperature and processing state; dislocation density is line length per volume. Treat these values as unverified examples.",Length scales and defect density
Exam 2,b2-c7-s2-q24,2,7,2,24,Copy of Book 2(1).pdf,170,362,Located in assigned book,1,False,"The source mixes per-grain counts and density conventions. Defect density requires a defined volume, temperature and processing state; dislocation density is line length per volume. Treat these values as unverified examples.",Length scales and defect density
Exam 2,b2-c7-s2-q25,2,7,2,25,Copy of Book 2(1).pdf,170,362,Located in assigned book,2,True,,Length scales and defect density
Exam 2,b2-c7-s2-q26,2,7,2,26,Copy of Book 2(1).pdf,170,362,Located in assigned book,1,True,,Dislocations and boundaries
Exam 2,b2-c7-s2-q27,2,7,2,27,Copy of Book 2(1).pdf,170,362,Located in assigned book,2,True,,Dislocations and boundaries
Exam 2,b2-c7-s2-q28,2,7,2,28,Copy of Book 2(1).pdf,171,363,Located in assigned book,2,True,,Dislocations and boundaries
Exam 2,b2-c7-s2-q29,2,7,2,29,Copy of Book 2(1).pdf,171,363,Located in assigned book,5,True,,Dislocations and boundaries
Exam 2,b2-c7-s2-q30,2,7,2,30,Copy of Book 2(1).pdf,171,363,Located in assigned book,4,True,,Dislocations and boundaries
Exam 2,b2-c8-s1-q01,2,8,1,1,Copy of Book 2(1).pdf,195,387,Located in assigned book,1,True,,Tensile-test measurements
Exam 2,b2-c8-s1-q02,2,8,1,2,Copy of Book 2(1).pdf,195,387,Located in assigned book,2,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s1-q03,2,8,1,3,Copy of Book 2(1).pdf,196,388,Located in assigned book,3,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s1-q04,2,8,1,4,Copy of Book 2(1).pdf,196,388,Located in assigned book,4,True,,Plasticity and toughness
Exam 2,b2-c8-s1-q05,2,8,1,5,Copy of Book 2(1).pdf,196,388,Located in assigned book,5,True,,Elastic stiffness
Exam 2,b2-c8-s1-q06,2,8,1,6,Copy of Book 2(1).pdf,196,388,Located in assigned book,4,True,,Elastic stiffness
Exam 2,b2-c8-s1-q07,2,8,1,7,Copy of Book 2(1).pdf,197,389,Located in assigned book,3,True,,Plasticity and toughness
Exam 2,b2-c8-s1-q08,2,8,1,8,Copy of Book 2(1).pdf,197,389,Located in assigned book,2,True,,Plasticity and toughness
Exam 2,b2-c8-s1-q09,2,8,1,9,Copy of Book 2(1).pdf,197,389,Located in assigned book,1,True,,Plasticity and toughness
Exam 2,b2-c8-s1-q10,2,8,1,10,Copy of Book 2(1).pdf,197,389,Located in assigned book,1,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s1-q11,2,8,1,11,Copy of Book 2(1).pdf,198,390,Located in assigned book,4,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s1-q12,2,8,1,12,Copy of Book 2(1).pdf,198,390,Located in assigned book,3,True,,Plasticity and toughness
Exam 2,b2-c8-s1-q13,2,8,1,13,Copy of Book 2(1).pdf,198,390,Located in assigned book,3,True,,Mechanical-property examples
Exam 2,b2-c8-s1-q14,2,8,1,14,Copy of Book 2(1).pdf,198,390,Located in assigned book,1,True,,Tensile-test measurements
Exam 2,b2-c8-s1-q15,2,8,1,15,Copy of Book 2(1).pdf,199,391,Located in assigned book,2,True,,Tensile-test measurements
Exam 2,b2-c8-s1-q16,2,8,1,16,Copy of Book 2(1).pdf,199,391,Located in assigned book,1,True,,Mechanical-property examples
Exam 2,b2-c8-s1-q17,2,8,1,17,Copy of Book 2(1).pdf,199,391,Located in assigned book,3,True,,Mechanical-property examples
Exam 2,b2-c8-s1-q18,2,8,1,18,Copy of Book 2(1).pdf,199,391,Located in assigned book,2,True,,Mechanical-property examples
Exam 2,b2-c8-s1-q19,2,8,1,19,Copy of Book 2(1).pdf,200,392,Located in assigned book,4,True,,Mechanical-property examples
Exam 2,b2-c8-s1-q20,2,8,1,20,Copy of Book 2(1).pdf,200,392,Located in assigned book,3,True,,Mechanical-property examples
Exam 2,b2-c8-s1-q21,2,8,1,21,Copy of Book 2(1).pdf,200,392,Located in assigned book,4,True,,Mechanical-property examples
Exam 2,b2-c8-s1-q22,2,8,1,22,Copy of Book 2(1).pdf,200,392,Located in assigned book,1,True,,Mechanical-property examples
Exam 2,b2-c8-s1-q23,2,8,1,23,Copy of Book 2(1).pdf,201,393,Located in assigned book,2,True,,Mechanical-property examples
Exam 2,b2-c8-s1-q24,2,8,1,24,Copy of Book 2(1).pdf,201,393,Located in assigned book,3,True,,Mechanical-property examples
Exam 2,b2-c8-s1-q25,2,8,1,25,Copy of Book 2(1).pdf,201,393,Located in assigned book,2,True,,Mechanical-property examples
Exam 2,b2-c8-s1-q26,2,8,1,26,Copy of Book 2(1).pdf,201,393,Located in assigned book,2,True,,Tensile-test measurements
Exam 2,b2-c8-s1-q27,2,8,1,27,Copy of Book 2(1).pdf,201,393,Located in assigned book,3,True,,Tensile-test measurements
Exam 2,b2-c8-s1-q28,2,8,1,28,Copy of Book 2(1).pdf,202,394,Located in assigned book,4,True,,Tensile-test measurements
Exam 2,b2-c8-s1-q29,2,8,1,29,Copy of Book 2(1).pdf,202,394,Located in assigned book,2,True,,Tensile-test measurements
Exam 2,b2-c8-s1-q30,2,8,1,30,Copy of Book 2(1).pdf,202,394,Located in assigned book,1,True,,Tensile-test measurements
Exam 2,b2-c8-s2-q01,2,8,2,1,Copy of Book 2(1).pdf,203,395,Located in assigned book,2,True,,Elastic stiffness
Exam 2,b2-c8-s2-q02,2,8,2,2,Copy of Book 2(1).pdf,203,395,Located in assigned book,3,True,,Elastic stiffness
Exam 2,b2-c8-s2-q03,2,8,2,3,Copy of Book 2(1).pdf,203,395,Located in assigned book,4,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s2-q04,2,8,2,4,Copy of Book 2(1).pdf,203,395,Located in assigned book,1,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s2-q05,2,8,2,5,Copy of Book 2(1).pdf,204,396,Located in assigned book,2,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s2-q06,2,8,2,6,Copy of Book 2(1).pdf,204,396,Located in assigned book,3,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s2-q07,2,8,2,7,Copy of Book 2(1).pdf,204,396,Located in assigned book,3,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s2-q08,2,8,2,8,Copy of Book 2(1).pdf,204,396,Located in assigned book,2,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s2-q09,2,8,2,9,Copy of Book 2(1).pdf,205,397,Located in assigned book,1,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s2-q10,2,8,2,10,Copy of Book 2(1).pdf,205,397,Located in assigned book,1,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s2-q11,2,8,2,11,Copy of Book 2(1).pdf,205,397,Located in assigned book,3,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s2-q12,2,8,2,12,Copy of Book 2(1).pdf,205,397,Located in assigned book,2,True,,Tensile-test measurements
Exam 2,b2-c8-s2-q13,2,8,2,13,Copy of Book 2(1).pdf,206,398,Located in assigned book,1,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s2-q14,2,8,2,14,Copy of Book 2(1).pdf,206,398,Located in assigned book,3,True,,Elastic stiffness
Exam 2,b2-c8-s2-q15,2,8,2,15,Copy of Book 2(1).pdf,206,398,Located in assigned book,2,True,,Elastic stiffness
Exam 2,b2-c8-s2-q16,2,8,2,16,Copy of Book 2(1).pdf,206,398,Located in assigned book,3,True,,Elastic stiffness
Exam 2,b2-c8-s2-q17,2,8,2,17,Copy of Book 2(1).pdf,207,399,Located in assigned book,1,False,"Elasticity means reversible deformation; linearity is an additional assumption, not a universal definition.",Elastic stiffness
Exam 2,b2-c8-s2-q18,2,8,2,18,Copy of Book 2(1).pdf,207,399,Located in assigned book,2,True,,Elastic stiffness
Exam 2,b2-c8-s2-q19,2,8,2,19,Copy of Book 2(1).pdf,207,399,Located in assigned book,3,True,,Elastic stiffness
Exam 2,b2-c8-s2-q20,2,8,2,20,Copy of Book 2(1).pdf,207,399,Located in assigned book,2,False,A universal modulus ordering between every ceramic and every metal is not established without naming the materials.,Mechanical-property examples
Exam 2,b2-c8-s2-q21,2,8,2,21,Copy of Book 2(1).pdf,207,399,Located in assigned book,3,True,,Mechanical-property examples
Exam 2,b2-c8-s2-q22,2,8,2,22,Copy of Book 2(1).pdf,208,400,Located in assigned book,3,True,,Mechanical-property examples
Exam 2,b2-c8-s2-q23,2,8,2,23,Copy of Book 2(1).pdf,208,400,Located in assigned book,2,True,,Mechanical-property examples
Exam 2,b2-c8-s2-q24,2,8,2,24,Copy of Book 2(1).pdf,208,400,Located in assigned book,3,True,,Mechanical-property examples
Exam 2,b2-c8-s2-q25,2,8,2,25,Copy of Book 2(1).pdf,208,400,Located in assigned book,1,True,,Mechanical-property examples
Exam 2,b2-c8-s2-q26,2,8,2,26,Copy of Book 2(1).pdf,208,400,Located in assigned book,1,True,,Mechanical-property examples
Exam 2,b2-c8-s2-q27,2,8,2,27,Copy of Book 2(1).pdf,209,401,Located in assigned book,3,True,,"Yield, strength and ductility"
Exam 2,b2-c8-s2-q28,2,8,2,28,Copy of Book 2(1).pdf,209,401,Located in assigned book,4,True,,Plasticity and toughness
Exam 2,b2-c8-s2-q29,2,8,2,29,Copy of Book 2(1).pdf,209,401,Located in assigned book,1,True,,Mechanical-property examples
Exam 2,b2-c8-s2-q30,2,8,2,30,Copy of Book 2(1).pdf,209,401,Located in assigned book,2,False,The stated steel modulus conflicts with the 210 GPa steel example earlier in the same chapter. Ask the instructor which value is intended.,Mechanical-property examples
Exam 2,b2-c9-s1-q01,2,9,1,1,Copy of Book 2(1).pdf,235,427,Located in assigned book,4,True,,Failure mechanisms
Exam 2,b2-c9-s1-q02,2,9,1,2,Copy of Book 2(1).pdf,235,427,Located in assigned book,2,True,,Failure mechanisms
Exam 2,b2-c9-s1-q03,2,9,1,3,Copy of Book 2(1).pdf,236,428,Located in assigned book,2,True,,Failure mechanisms
Exam 2,b2-c9-s1-q04,2,9,1,4,Copy of Book 2(1).pdf,236,428,Located in assigned book,3,True,,Failure mechanisms
Exam 2,b2-c9-s1-q05,2,9,1,5,Copy of Book 2(1).pdf,236,428,Located in assigned book,4,True,,Failure mechanisms
Exam 2,b2-c9-s1-q06,2,9,1,6,Copy of Book 2(1).pdf,236,428,Located in assigned book,3,True,,Failure mechanisms
Exam 2,b2-c9-s1-q07,2,9,1,7,Copy of Book 2(1).pdf,237,429,Located in assigned book,1,True,,Failure mechanisms
Exam 2,b2-c9-s1-q08,2,9,1,8,Copy of Book 2(1).pdf,237,429,Located in assigned book,2,True,,Failure mechanisms
Exam 2,b2-c9-s1-q09,2,9,1,9,Copy of Book 2(1).pdf,237,429,Located in assigned book,3,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q10,2,9,1,10,Copy of Book 2(1).pdf,237,429,Located in assigned book,4,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q11,2,9,1,11,Copy of Book 2(1).pdf,238,430,Located in assigned book,3,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q12,2,9,1,12,Copy of Book 2(1).pdf,238,430,Located in assigned book,2,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q13,2,9,1,13,Copy of Book 2(1).pdf,238,430,Located in assigned book,2,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q14,2,9,1,14,Copy of Book 2(1).pdf,238,430,Located in assigned book,2,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q15,2,9,1,15,Copy of Book 2(1).pdf,238,431,Located in assigned book,3,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q16,2,9,1,16,Copy of Book 2(1).pdf,239,431,Located in assigned book,4,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q17,2,9,1,17,Copy of Book 2(1).pdf,239,431,Located in assigned book,2,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q18,2,9,1,18,Copy of Book 2(1).pdf,239,431,Located in assigned book,3,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q19,2,9,1,19,Copy of Book 2(1).pdf,239,431,Located in assigned book,4,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q20,2,9,1,20,Copy of Book 2(1).pdf,240,432,Located in assigned book,1,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q21,2,9,1,21,Copy of Book 2(1).pdf,240,432,Located in assigned book,3,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q22,2,9,1,22,Copy of Book 2(1).pdf,240,432,Located in assigned book,2,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q23,2,9,1,23,Copy of Book 2(1).pdf,240,433,Located in assigned book,4,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q24,2,9,1,24,Copy of Book 2(1).pdf,241,433,Located in assigned book,1,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q25,2,9,1,25,Copy of Book 2(1).pdf,241,433,Located in assigned book,3,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q26,2,9,1,26,Copy of Book 2(1).pdf,241,433,Located in assigned book,2,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q27,2,9,1,27,Copy of Book 2(1).pdf,241,433,Located in assigned book,3,True,,Ductile and brittle fracture
Exam 2,b2-c9-s1-q28,2,9,1,28,Copy of Book 2(1).pdf,242,434,Located in assigned book,2,True,,Crack concentration and toughness
Exam 2,b2-c9-s1-q29,2,9,1,29,Copy of Book 2(1).pdf,242,434,Located in assigned book,4,True,,Crack concentration and toughness
Exam 2,b2-c9-s1-q30,2,9,1,30,Copy of Book 2(1).pdf,242,434,Located in assigned book,2,True,,Crack concentration and toughness
Exam 2,b2-c9-s2-q01,2,9,2,1,Copy of Book 2(1).pdf,243,435,Located in assigned book,4,True,,Crack concentration and toughness
Exam 2,b2-c9-s2-q02,2,9,2,2,Copy of Book 2(1).pdf,243,435,Located in assigned book,2,True,,Crack concentration and toughness
Exam 2,b2-c9-s2-q03,2,9,2,3,Copy of Book 2(1).pdf,243,435,Located in assigned book,1,True,,Crack concentration and toughness
Exam 2,b2-c9-s2-q04,2,9,2,4,Copy of Book 2(1).pdf,243,435,Located in assigned book,2,True,,Crack concentration and toughness
Exam 2,b2-c9-s2-q05,2,9,2,5,Copy of Book 2(1).pdf,244,436,Located in assigned book,2,True,,Crack concentration and toughness
Exam 2,b2-c9-s2-q06,2,9,2,6,Copy of Book 2(1).pdf,244,436,Located in assigned book,2,False,This question refers to a specific stress-concentration graph that is not included with the prompt. The graph and interpretation of its safety region need instructor confirmation.,Crack concentration and toughness
Exam 2,b2-c9-s2-q07,2,9,2,7,Copy of Book 2(1).pdf,244,436,Located in assigned book,2,True,,Crack concentration and toughness
Exam 2,b2-c9-s2-q08,2,9,2,8,Copy of Book 2(1).pdf,245,437,Located in assigned book,3,True,,Crack concentration and toughness
Exam 2,b2-c9-s2-q09,2,9,2,9,Copy of Book 2(1).pdf,245,437,Located in assigned book,2,True,,Crack concentration and toughness
Exam 2,b2-c9-s2-q10,2,9,2,10,Copy of Book 2(1).pdf,245,437,Located in assigned book,,False,No single answer mark is available in the source: multiple choices are bold. The item is recorded but ungraded.,Crack concentration and toughness
Exam 2,b2-c9-s2-q11,2,9,2,11,Copy of Book 2(1).pdf,245,437,Located in assigned book,1,True,,Crack concentration and toughness
Exam 2,b2-c9-s2-q12,2,9,2,12,Copy of Book 2(1).pdf,246,438,Located in assigned book,4,True,,Crack concentration and toughness
Exam 2,b2-c9-s2-q13,2,9,2,13,Copy of Book 2(1).pdf,246,438,Located in assigned book,1,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q14,2,9,2,14,Copy of Book 2(1).pdf,246,438,Located in assigned book,3,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q15,2,9,2,15,Copy of Book 2(1).pdf,246,438,Located in assigned book,1,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q16,2,9,2,16,Copy of Book 2(1).pdf,247,439,Located in assigned book,1,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q17,2,9,2,17,Copy of Book 2(1).pdf,247,439,Located in assigned book,2,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q18,2,9,2,18,Copy of Book 2(1).pdf,247,439,Located in assigned book,3,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q19,2,9,2,19,Copy of Book 2(1).pdf,247,439,Located in assigned book,2,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q20,2,9,2,20,Copy of Book 2(1).pdf,247,439,Located in assigned book,3,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q21,2,9,2,21,Copy of Book 2(1).pdf,248,440,Located in assigned book,3,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q22,2,9,2,22,Copy of Book 2(1).pdf,248,440,Located in assigned book,3,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q23,2,9,2,23,Copy of Book 2(1).pdf,248,440,Located in assigned book,3,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q24,2,9,2,24,Copy of Book 2(1).pdf,248,440,Located in assigned book,1,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q25,2,9,2,25,Copy of Book 2(1).pdf,248,440,Located in assigned book,2,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q26,2,9,2,26,Copy of Book 2(1).pdf,249,441,Located in assigned book,4,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q27,2,9,2,27,Copy of Book 2(1).pdf,249,441,Located in assigned book,2,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q28,2,9,2,28,Copy of Book 2(1).pdf,249,441,Located in assigned book,1,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q29,2,9,2,29,Copy of Book 2(1).pdf,249,441,Located in assigned book,2,True,,Fracture modes and impact tests
Exam 2,b2-c9-s2-q30,2,9,2,30,Copy of Book 2(1).pdf,250,442,Located in assigned book,2,True,,Fracture modes and impact tests
Exam 3,b3-c11-s1-q01,3,11,1,1,Copy of Book 3.pdf,120,300,Located in assigned book,2,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q02,3,11,1,2,Copy of Book 3.pdf,120,300,Located in assigned book,1,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q03,3,11,1,3,Copy of Book 3.pdf,121,301,Located in assigned book,3,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q04,3,11,1,4,Copy of Book 3.pdf,121,301,Located in assigned book,4,True,,Annealing and hot working
Exam 3,b3-c11-s1-q05,3,11,1,5,Copy of Book 3.pdf,121,301,Located in assigned book,3,True,,Annealing and hot working
Exam 3,b3-c11-s1-q06,3,11,1,6,Copy of Book 3.pdf,121,301,Located in assigned book,1,True,,Annealing and hot working
Exam 3,b3-c11-s1-q07,3,11,1,7,Copy of Book 3.pdf,121,301,Located in assigned book,3,True,,Metal-forming processes
Exam 3,b3-c11-s1-q08,3,11,1,8,Copy of Book 3.pdf,122,302,Located in assigned book,2,True,,Metal-forming processes
Exam 3,b3-c11-s1-q09,3,11,1,9,Copy of Book 3.pdf,122,302,Located in assigned book,1,True,,Metal-forming processes
Exam 3,b3-c11-s1-q10,3,11,1,10,Copy of Book 3.pdf,122,302,Located in assigned book,4,True,,Metal-forming processes
Exam 3,b3-c11-s1-q11,3,11,1,11,Copy of Book 3.pdf,122,302,Located in assigned book,3,True,,Metal-forming processes
Exam 3,b3-c11-s1-q12,3,11,1,12,Copy of Book 3.pdf,122,303,Located in assigned book,2,True,,Metal-forming processes
Exam 3,b3-c11-s1-q13,3,11,1,13,Copy of Book 3.pdf,123,303,Located in assigned book,1,True,,Metal-forming processes
Exam 3,b3-c11-s1-q14,3,11,1,14,Copy of Book 3.pdf,123,303,Located in assigned book,2,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q15,3,11,1,15,Copy of Book 3.pdf,123,303,Located in assigned book,3,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q16,3,11,1,16,Copy of Book 3.pdf,123,303,Located in assigned book,2,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q17,3,11,1,17,Copy of Book 3.pdf,124,304,Located in assigned book,3,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q18,3,11,1,18,Copy of Book 3.pdf,124,304,Located in assigned book,4,True,,Annealing and hot working
Exam 3,b3-c11-s1-q19,3,11,1,19,Copy of Book 3.pdf,124,304,Located in assigned book,3,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q20,3,11,1,20,Copy of Book 3.pdf,124,304,Located in assigned book,2,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q21,3,11,1,21,Copy of Book 3.pdf,125,305,Located in assigned book,3,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q22,3,11,1,22,Copy of Book 3.pdf,125,305,Located in assigned book,3,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q23,3,11,1,23,Copy of Book 3.pdf,125,305,Located in assigned book,4,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q24,3,11,1,24,Copy of Book 3.pdf,125,305,Located in assigned book,4,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q25,3,11,1,25,Copy of Book 3.pdf,125,305,Located in assigned book,1,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q26,3,11,1,26,Copy of Book 3.pdf,126,306,Located in assigned book,1,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q27,3,11,1,27,Copy of Book 3.pdf,126,306,Located in assigned book,1,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q28,3,11,1,28,Copy of Book 3.pdf,126,306,Located in assigned book,2,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q29,3,11,1,29,Copy of Book 3.pdf,126,306,Located in assigned book,2,True,,Strengthening mechanisms
Exam 3,b3-c11-s1-q30,3,11,1,30,Copy of Book 3.pdf,127,307,Located in assigned book,1,True,,Strengthening mechanisms
Exam 3,b3-c11-s2-q01,3,11,2,1,Copy of Book 3.pdf,128,308,Located in assigned book,1,True,,Hall–Petch relation
Exam 3,b3-c11-s2-q02,3,11,2,2,Copy of Book 3.pdf,128,308,Located in assigned book,3,True,,Hall–Petch relation
Exam 3,b3-c11-s2-q03,3,11,2,3,Copy of Book 3.pdf,128,308,Located in assigned book,2,True,,Hall–Petch relation
Exam 3,b3-c11-s2-q04,3,11,2,4,Copy of Book 3.pdf,128,308,Located in assigned book,4,True,,Hall–Petch relation
Exam 3,b3-c11-s2-q05,3,11,2,5,Copy of Book 3.pdf,129,309,Located in assigned book,2,True,,Hall–Petch relation
Exam 3,b3-c11-s2-q06,3,11,2,6,Copy of Book 3.pdf,129,309,Located in assigned book,2,True,,Hall–Petch relation
Exam 3,b3-c11-s2-q07,3,11,2,7,Copy of Book 3.pdf,129,309,Located in assigned book,2,True,,Strengthening mechanisms
Exam 3,b3-c11-s2-q08,3,11,2,8,Copy of Book 3.pdf,129,309,Located in assigned book,1,True,,Annealing and hot working
Exam 3,b3-c11-s2-q09,3,11,2,9,Copy of Book 3.pdf,129,309,Located in assigned book,1,True,,Annealing and hot working
Exam 3,b3-c11-s2-q10,3,11,2,10,Copy of Book 3.pdf,130,310,Located in assigned book,2,True,,Annealing and hot working
Exam 3,b3-c11-s2-q11,3,11,2,11,Copy of Book 3.pdf,130,310,Located in assigned book,2,True,,Annealing and hot working
Exam 3,b3-c11-s2-q12,3,11,2,12,Copy of Book 3.pdf,130,310,Located in assigned book,4,True,,Annealing and hot working
Exam 3,b3-c11-s2-q13,3,11,2,13,Copy of Book 3.pdf,130,310,Located in assigned book,1,True,,Annealing and hot working
Exam 3,b3-c11-s2-q14,3,11,2,14,Copy of Book 3.pdf,130,310,Located in assigned book,2,True,,Annealing and hot working
Exam 3,b3-c11-s2-q15,3,11,2,15,Copy of Book 3.pdf,131,311,Located in assigned book,3,True,,Annealing and hot working
Exam 3,b3-c11-s2-q16,3,11,2,16,Copy of Book 3.pdf,131,311,Located in assigned book,3,True,,Annealing and hot working
Exam 3,b3-c11-s2-q17,3,11,2,17,Copy of Book 3.pdf,131,311,Located in assigned book,2,True,,Annealing and hot working
Exam 3,b3-c11-s2-q18,3,11,2,18,Copy of Book 3.pdf,131,311,Located in assigned book,1,True,,Annealing and hot working
Exam 3,b3-c11-s2-q19,3,11,2,19,Copy of Book 3.pdf,132,312,Located in assigned book,4,True,,Annealing and hot working
Exam 3,b3-c11-s2-q20,3,11,2,20,Copy of Book 3.pdf,132,312,Located in assigned book,2,True,,Annealing and hot working
Exam 3,b3-c11-s2-q21,3,11,2,21,Copy of Book 3.pdf,132,312,Located in assigned book,1,True,,Annealing and hot working
Exam 3,b3-c11-s2-q22,3,11,2,22,Copy of Book 3.pdf,132,312,Located in assigned book,3,True,,Annealing and hot working
Exam 3,b3-c11-s2-q23,3,11,2,23,Copy of Book 3.pdf,133,313,Located in assigned book,1,True,,Annealing and hot working
Exam 3,b3-c11-s2-q24,3,11,2,24,Copy of Book 3.pdf,133,313,Located in assigned book,4,True,,Annealing and hot working
Exam 3,b3-c11-s2-q25,3,11,2,25,Copy of Book 3.pdf,133,313,Located in assigned book,1,True,,Annealing and hot working
Exam 3,b3-c11-s2-q26,3,11,2,26,Copy of Book 3.pdf,133,313,Located in assigned book,1,True,,Annealing and hot working
Exam 3,b3-c11-s2-q27,3,11,2,27,Copy of Book 3.pdf,133,313,Located in assigned book,4,True,,Annealing and hot working
Exam 3,b3-c11-s2-q28,3,11,2,28,Copy of Book 3.pdf,134,314,Located in assigned book,1,True,,Annealing and hot working
Exam 3,b3-c11-s2-q29,3,11,2,29,Copy of Book 3.pdf,134,314,Located in assigned book,4,True,,Annealing and hot working
Exam 3,b3-c11-s2-q30,3,11,2,30,Copy of Book 3.pdf,134,314,Located in assigned book,1,True,,Annealing and hot working
